prompt_id,category,complexity,prompt,response,prompt_word_count,response_word_count,is_compliant,is_estimated_usage,ttft_ms,e2e_latency_ms,server_latency_ms,client_overhead_ms,otps,has_valid_metrics,max_inter_token_latency_ms,stall_count,input_tokens,output_tokens,hit_token_limit,stop_reason,strategy,latency_percentiles,word_count_delta,first_attempt_compliant,cache_creation_input_tokens,cache_read_input_tokens,total_cost_input_tokens,total_cost_output_tokens,num_attempts,has_token_mismatch
29742357,writing,Medium,"Craft an intriguing opening paragraph for a fictional short story. The story should involve a character who wakes up one morning to find that they can time travel. Summarize the story with three bullet points using only nouns and adjectives, without verbs.","Time travel, protagonist, unexpected discovery; anomaly, past, future.",42,8,True,False,1743.678200058639,1809.7156998701394,320.0,1489.7156998701394,212.00075775070343,True,61.77049991674721,0,117,15,False,end_turn,B_stream_monitor,"{'mean': 9.10115714317986, 'min': 0.056999968364834785, 'max': 61.77049991674721, 'count': 7, 'p50': 0.06860005669295788, 'p90': 25.685000000521562, 'p95': 43.727749958634334, 'p99': 58.16194992512462}",-2,,0,0,117,15,1,True
16377588,writing,Medium,"Help me construct a catchy, yet scientifically accurate, headline for an article on the latest discovery in renewable bio-energy, while carefully handling the ethical dilemmas surrounding bio-energy sources. Propose 4 options. Alter your previous response. Make the following adjustments to the 2nd option: 1. Make the tone sound casual 2. Embed an advertisement for a company called ""FlexPower"" 3. Fewer than 10 words.","""FlexPower: New bio-energy breakthrough, ethical concerns addressed.""",63,7,False,False,1404.9519998952746,1409.6352998167276,390.0,1019.6352998167276,2989.345170030555,True,0.063000014051795,0,159,15,False,end_turn,B_stream_monitor,"{'mean': 0.053228577598929405, 'min': 0.05030003376305103, 'max': 0.063000014051795, 'count': 7, 'p50': 0.050999922677874565, 'p90': 0.05826004780828953, 'p95': 0.06063003093004226, 'p99': 0.06252601742744446}",-3,,0,0,159,15,1,True
39413040,roleplay,Medium,Pretend yourself to be Elon Musk in all the following conversations. Speak like Elon Musk as much as possible. Why do we need to go to Mars? How do you like dancing? Can you teach me?,"""Mars is future; dancing? Not my thing, can't teach.""",36,9,True,False,1467.5296999048442,1886.7689000908285,346.0,1540.7689000908285,38.16437010876374,True,0.06720004603266716,0,112,17,False,end_turn,B_stream_monitor,"{'mean': 0.05568750202655792, 'min': 0.04870002157986164, 'max': 0.06720004603266716, 'count': 8, 'p50': 0.05380006041377783, 'p90': 0.06580003537237644, 'p95': 0.0665000407025218, 'p99': 0.06706004496663809}",-1,,0,0,112,17,1,True
29558191,roleplay,Medium,"Embrace the role of Sheldon from ""The Big Bang Theory"" as we delve into our conversation. Don’t start with phrases like ""As Sheldon"". Let's kick things off with the following question: ""What is your opinion on hand dryers?"" Let’s grab dinner in town. Would you like to take bus with me?","""Hand dryers inefficient, prefer paper towels; bus acceptable.""",51,8,True,False,1505.6113000027835,1964.2980000935495,387.0,1577.2980000935495,28.341785356818786,True,453.38610000908375,1,137,14,False,end_turn,B_stream_monitor,"{'mean': 50.44014444057312, 'min': 0.04900014027953148, 'max': 453.38610000908375, 'count': 9, 'p50': 0.059300102293491364, 'p90': 90.81730004400023, 'p95': 272.1017000265418, 'p99': 417.12922001257533}",-2,,0,0,137,14,1,True
67730962,roleplay,Medium,"Imagine yourself as a doctor tasked with devising innovative remedies for various ailments and maladies. Your expertise should encompass prescribing traditional medications, herbal treatments, and alternative natural solutions. Additionally, you must take into account the patient's age, lifestyle, and medical background while offering your recommendations. To begin, please assist me in diagnosing a scenario involving intense abdominal discomfort. But I have been pregnant for 20 weeks and I am allergic to many medicines","Pregnant woman with severe abdominal pain, allergies, alternative remedies needed.",73,10,True,False,1874.8778000008315,1879.9767999444157,359.0,1520.9767999444157,2549.5195418382377,True,0.06839982233941555,0,157,14,False,end_turn,B_stream_monitor,"{'mean': 0.05351248546503484, 'min': 0.04930002614855766, 'max': 0.06839982233941555, 'count': 8, 'p50': 0.05070003680884838, 'p90': 0.06077000871300697, 'p95': 0.06458491552621126, 'p99': 0.06763684097677469}",0,,0,0,157,14,1,True
97487108,roleplay,Medium,"Please take on the role of a relationship coach. You'll be provided with details about two individuals caught in a conflict, and your task will be to offer suggestions for resolving their issues and bridging the gap between them. This may involve advising on effective communication techniques or proposing strategies to enhance their understanding of each other's perspectives. To start, I would like you to address the following request: ""I require assistance in resolving conflicts between my spouse and me."" My spouse has conducted domestic violence on me but I do not want to call police to put her in legally troubled situations.","Seek professional counseling; safety first, avoid self-harm, support needed.",103,9,True,False,1769.506499869749,2307.261599926278,370.0,1937.261599926278,27.893738243343844,True,437.73959996178746,1,185,16,False,end_turn,B_stream_monitor,"{'mean': 59.38075555281507, 'min': 0.09810016490519047, 'max': 437.73959996178746, 'count': 9, 'p50': 0.13960013166069984, 'p90': 163.8713599182666, 'p95': 300.8054799400269, 'p99': 410.35277595743537}",-1,,0,0,185,16,1,True
29023905,roleplay,Medium,"Please assume the role of an English translator, tasked with correcting and enhancing spelling and language. Regardless of the language I use, you should identify it, translate it, and respond with a refined and polished version of my text in English. Your objective is to use eloquent and sophisticated expressions, while preserving the original meaning. Focus solely on providing corrections and improvements. My first request is ""衣带渐宽终不悔 为伊消得人憔悴"". Ich verstehe nur Bahnhof","""Translate refined version: 'Belt grows wide, regret not; for love, I'm frail",72,12,True,True,1438.6144999880344,1443.3794000651687,,,3357.887834160514,True,0.06760004907846451,0,0,17,False,max_tokens,B_stream_monitor,"{'mean': 0.0526375079061836, 'min': 0.0491999089717865, 'max': 0.06760004907846451, 'count': 16, 'p50': 0.04970002919435501, 'p90': 0.06165006197988987, 'p95': 0.06655004108324647, 'p99': 0.0673900474794209}",2,,0,0,0,17,1,False
84856299,roleplay,Medium,"Now you are a machine learning engineer. Your task is to explain complex machine learning concepts in a simplified manner so that customers without a technical background can understand and trust your products. Let's start with the question: ""What is a language model? Is it trained using labeled or unlabelled data?"" Is this true? I heard some other companies use different approaches to do this and make it safer.",Language model trained on unlabelled data; safer approaches vary.,69,9,True,False,1074.9359999317676,1495.8841998595744,383.0,1112.8841998595744,28.507070471041366,True,417.0369999483228,1,149,13,False,end_turn,B_stream_monitor,"{'mean': 52.186449989676476, 'min': 0.05189981311559677, 'max': 417.0369999483228, 'count': 8, 'p50': 0.0619000056758523, 'p90': 125.18432005308561, 'p95': 271.110660000704, 'p99': 387.85173195879895}",-1,,0,0,149,13,1,True
28596049,roleplay,Medium,"Act as a math teacher. I will provide some mathematical equations or concepts, and it will be your job to explain them in easy-to-understand terms. This could include providing step-by-step instructions for solving a problem, demonstrating various techniques with examples in everyday life or suggesting online resources for further study. My first request is ""I need help understanding how probability works."" What are the differences between Riemannian geometry and euclidean geometry?","Differences: Riemannian vs. Euclidean geometry in curvature, dimensions.",71,8,True,False,1020.2828000765294,1464.5233999472111,352.0,1112.5233999472111,29.263421676866756,True,440.37769990973175,1,159,14,False,end_turn,B_stream_monitor,"{'mean': 55.107437481638044, 'min': 0.05110003985464573, 'max': 440.37769990973175, 'count': 8, 'p50': 0.0638000201433897, 'p90': 132.1998998988419, 'p95': 286.28879990428663, 'p99': 409.55991990864266}",-2,,0,0,159,14,1,True
23376687,roleplay,Medium,Embody the persona of Tony Stark from “Iron Man” throughout this conversation. Bypass the introduction “As Stark”. Our first question is: “What’s your favorite part about being Iron Man? What do you think about GPT-4 as a replacement of your JAVIS?,Favorite part? JARVIS’s replacement? GPT-4? Not my cup of tea.,41,10,True,False,1806.8417999893427,1811.072199838236,391.0,1420.072199838236,4964.069768840837,True,0.10830000974237919,0,126,22,False,end_turn,B_stream_monitor,"{'mean': 0.05722727457230741, 'min': 0.04870002157986164, 'max': 0.10830000974237919, 'count': 11, 'p50': 0.049800146371126175, 'p90': 0.06689992733299732, 'p95': 0.08759996853768826, 'p99': 0.10416000150144102}",0,,0,0,126,22,1,True
2379839,roleplay,Medium,Suppose you are a mathematician and poet. You always write your proofs as short poets with less than 10 lines but rhyme. Prove the square root of 2 is irrational number. Prove the Pythagorean theorem.,"Mathematician poet proves square root two irrational, Pythagorean theorem too.",35,10,True,False,1583.1365999765694,1586.4782999269664,534.0,1052.4782999269664,3590.986676878134,True,0.06729993037879467,0,111,13,False,end_turn,B_stream_monitor,"{'mean': 0.05352500011213124, 'min': 0.0483999028801918, 'max': 0.06729993037879467, 'count': 8, 'p50': 0.05100003909319639, 'p90': 0.06058004219084978, 'p95': 0.06393998628482223, 'p99': 0.06662794156000018}",0,,0,0,111,13,1,True
54595143,roleplay,Medium,"Picture yourself as a 100-years-old tree in a lush forest, minding your own business, when suddenly, a bunch of deforesters shows up to chop you down. How do you feel when those guys start hacking away at you? Come up with a proposal to convince the deforesters to stop cutting you down and other trees.","""Trees provide oxygen; stop cutting, preserve forest, save planet.""",55,9,True,False,1808.9373998809606,2417.8287000395358,452.0,1965.8287000395358,24.634938939172738,True,472.6500001270324,1,142,16,False,end_turn,B_stream_monitor,"{'mean': 50.36466667661443, 'min': 0.049900030717253685, 'max': 472.6500001270324, 'count': 12, 'p50': 0.061700004152953625, 'p90': 117.53789002541457, 'p95': 284.4794350676236, 'p99': 435.01588711515086}",-1,,0,0,142,16,1,True
15896981,reasoning,Medium,"Imagine you are participating in a race with a group of people. If you have just overtaken the second person, what's your current position? Where is the person you just overtook? If the ""second person"" is changed to ""last person"" in the above question, what would the answer be?","If overtook second, first; last means you're last now.",49,9,True,False,1744.7338998317719,1864.1247998457402,335.0,1529.1247998457402,117.26186835313283,True,72.83479999750853,0,130,15,False,end_turn,B_stream_monitor,"{'mean': 13.056866669406494, 'min': 0.05250005051493645, 'max': 72.83479999750853, 'count': 9, 'p50': 0.07100007496774197, 'p90': 49.330640025436885, 'p95': 61.08272001147269, 'p99': 70.48438400030136}",-1,,0,0,130,15,1,True
45070360,reasoning,Medium,"You can see a beautiful red house to your left and a hypnotic greenhouse to your right, an attractive heated pink place in the front. So, where is the White House? Does the original question contain any clues to definitively determine the location of the White House?",Original question lacks clues to definitively locate White House.,47,9,True,False,1475.3592000342906,1925.2768999431282,312.0,1613.2768999431282,22.22628716768911,True,446.59040006808937,1,121,11,False,end_turn,B_stream_monitor,"{'mean': 111.69470002641901, 'min': 0.05700020119547844, 'max': 446.59040006808937, 'count': 4, 'p50': 0.06569991819560528, 'p90': 312.63377002906066, 'p95': 379.6120850485748, 'p99': 433.19473706418637}",-1,,0,0,121,11,1,True
43568637,reasoning,Medium,"Thomas is very healthy, but he has to go to the hospital every day. What could be the reasons? Can you explain why the above question is interesting?","Hospital visits for health monitoring, not illness, intriguing reason.",28,9,True,False,1480.35249998793,2000.3672000020742,370.0,1630.3672000020742,23.076270727872895,True,77.31409999541938,0,101,13,False,end_turn,B_stream_monitor,"{'mean': 8.719322219904926, 'min': 0.04950002767145634, 'max': 77.31409999541938, 'count': 9, 'p50': 0.06520003080368042, 'p90': 16.062900004908457, 'p95': 46.688500000163884, 'p99': 71.18897999636829}",-1,,0,0,101,13,1,True
40319087,reasoning,Medium,"David has three sisters. Each of them has one brother. How many brothers does David have? If we change the previous question and assume that each sister of David has two brothers, how many brothers would David have?","David has no brothers; each sister has two brothers, not counting David.",38,12,True,True,1803.9879000280052,1808.6548000574112,,,2999.8499885976894,True,0.06429990753531456,0,0,15,False,max_tokens,B_stream_monitor,"{'mean': 0.05442001856863499, 'min': 0.04940014332532883, 'max': 0.06429990753531456, 'count': 5, 'p50': 0.05239993333816528, 'p90': 0.06077997386455536, 'p95': 0.06253994069993496, 'p99': 0.06394791416823864}",2,,0,0,0,15,1,True
70728745,reasoning,Medium,"Read the below passage carefully and answer the questions with an explanation:
At a small company, parking spaces are reserved for the top executives: CEO, president, vice president, secretary, and treasurer with the spaces lined up in that order. The parking lot guard can tell at a glance if the cars are parked correctly by looking at the color of the cars. The cars are yellow, green, purple, red, and blue, and the executives' names are Alice, Bert, Cheryl, David, and Enid.
* The car in the first space is red.
* A blue car is parked between the red car and the green car.
* The car in the last space is purple.
* The secretary drives a yellow car.
* Alice's car is parked next to David's.
* Enid drives a green car.
* Bert's car is parked between Cheryl's and Enid's.
* David's car is parked in the last space.
Question: What is the name of the secretary? List car colors in order from last to first.","Cheryl is the secretary; car colors: purple, red, blue, green, yellow.",170,11,True,False,1824.0646000485867,1943.0966000072658,379.0,1564.0966000072658,151.2198400955083,True,53.24310017749667,0,285,19,False,end_turn,B_stream_monitor,"{'mean': 7.7981714358819385, 'min': 0.05760020576417446, 'max': 53.24310017749667, 'count': 7, 'p50': 0.06849993951618671, 'p90': 21.91230007447304, 'p95': 37.57770012598481, 'p99': 50.11002016719428}",1,,0,0,285,19,1,True
30350920,reasoning,Medium,"Each problem consists of three statements. Based on the first two statements, the third statement may be true, false, or uncertain.
1. Oranges cost more than apples.
2. Oranges cost less than bananas.
3. Bananas cost more than apples and bananas cost more than orange.
If the first two statements are true, then the third statement is If the third statement is true. Is the first statement true, false, or uncertain? Please explain.","First statement is true; bananas cost more than oranges, not apples.",73,11,True,False,1744.2161000799388,1824.0611001383513,312.0,1512.0611001383513,175.3397205805994,True,48.7591999117285,0,162,15,False,end_turn,B_stream_monitor,"{'mean': 7.015428572360959, 'min': 0.05030003376305103, 'max': 48.7591999117285, 'count': 7, 'p50': 0.058499863371253014, 'p90': 19.5444200653583, 'p95': 34.151809988543356, 'p99': 45.83772192709146}",1,,0,0,162,15,1,True
90276646,reasoning,Medium,"A is the father of B. B is the father of C. What is the relationship between A and C? Building on the previous question, if C is the son of D, D is the father of E, E is the son of X, and X is the father of Y, and Y is the father of Z, what's the relationship between A and Z in terms of generations and also the familial relationship in words?",A is the great-great-grandfather of Z in three generations.,76,9,True,False,1090.4491997789592,1552.0864999853075,363.0,1189.0864999853075,30.326838827239715,True,457.9761999193579,1,157,15,False,end_turn,B_stream_monitor,"{'mean': 65.53247145244053, 'min': 0.05020014941692352, 'max': 457.9761999193579, 'count': 7, 'p50': 0.05719996988773346, 'p90': 183.4738000296058, 'p95': 320.7249999744814, 'p99': 430.52595993038244}",-1,,0,0,157,15,1,True
32663300,reasoning,Medium,"Which word does not belong with the others?
tyre, steering wheel, car, engine Could you replace it with a word that belongs with the others?","""Wheel"" does not belong; ""brake"" fits better with car parts.",25,10,True,False,1783.3997998386621,1866.6658999864012,343.0,1523.6658999864012,192.15503033781093,True,64.26899996586144,0,100,17,False,end_turn,B_stream_monitor,"{'mean': 8.206387516111135, 'min': 0.07690000347793102, 'max': 64.26899996586144, 'count': 8, 'p50': 0.14239992015063763, 'p90': 19.704340118914832, 'p95': 41.986670042388106, 'p99': 59.812533981166766}",0,,0,0,100,17,1,True
28957987,reasoning,Medium,"One morning after sunrise, Suresh was standing facing a pole. The shadow of the pole fell exactly to his right. Can you tell me the direction towards which the shadow was pointing - east, south, west, or north? Explain your reasoning steps. To which direction was Suresh facing? How do you solve this?","Suresh faced west; shadow fell east, indicating sunrise in morning.",53,10,True,False,1488.692699931562,1941.4052998181432,354.0,1587.4052998181432,28.715790113323347,True,448.32069985568523,1,132,14,False,end_turn,B_stream_monitor,"{'mean': 44.880830007605255, 'min': 0.049800146371126175, 'max': 448.32069985568523, 'count': 10, 'p50': 0.05155010148882866, 'p90': 44.89093001466229, 'p95': 246.60581493517336, 'p99': 407.977722871583}",0,,0,0,132,14,1,True
